exercise_name,primary_muscles,secondary_muscles,equipment,level,force,category,mechanic,text_chunk,instructions
Pullups,lats,"biceps, middle back",body only,beginner,pull,strength,compound,"Pullups is a beginner level strength exercise targeting the lats. It involves a pull motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: biceps, middle back. Instructions: Grab the pull-up bar with the palms facing forward using the prescribed grip. Note on grips: For a wide grip, your hands need to be spaced out at a distance wider than your shoulder width. For a medium grip, your hands need to be spaced out at a distance equal to your shoulder width and for a close grip at a distance smaller than your shoulder width. As you have both arms extended in front of you holding the bar at the chosen grip width, bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position. Pull your torso up until the bar touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar. After a second on the contracted position, start to inhale and slowly lower your torso back to the starting position when your arms are fully extended and the lats are fully stretched. Repeat this motion for the prescribed amount of repetitions.",
Push-Ups - Close Triceps Position,triceps,"chest, shoulders",body only,intermediate,push,strength,compound,"Push-Ups - Close Triceps Position is a intermediate level strength exercise targeting the triceps. It involves a push motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: chest, shoulders. Instructions: Lie on the floor face down and place your hands closer than shoulder width for a close hand position. Make sure that you are holding your torso up at arms' length. Lower yourself until your chest almost touches the floor as you inhale. Using your triceps and some of your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step. After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.",
Push-Ups With Feet Elevated,chest,"shoulders, triceps",body only,beginner,push,strength,compound,"Push-Ups With Feet Elevated is a beginner level strength exercise targeting the chest. It involves a push motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: shoulders, triceps. Instructions: Lie on the floor face down and place your hands about 36 inches apart from each other holding your torso up at arms length. Place your toes on top of a flat bench. This will allow your body to be elevated. Note: The higher the elevation of the flat bench, the higher the resistance of the exercise is. Lower yourself until your chest almost touches the floor as you inhale. Using your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step. After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.",
Push-Ups With Feet On An Exercise Ball,chest,"shoulders, triceps",exercise ball,intermediate,push,strength,compound,"Push-Ups With Feet On An Exercise Ball is a intermediate level strength exercise targeting the chest. It involves a push motion and is considered a compound movement. Equipment needed: exercise ball. Secondary muscles worked: shoulders, triceps. Instructions: Lie on the floor face down and place your hands about 36 inches apart from each other holding your torso up at arms length. Place your toes on top of an exercise ball. This will allow your body to be elevated. Lower yourself until your chest almost touches the floor as you inhale. Using your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step. After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.",
Push Press,shoulders,"quadriceps, triceps",barbell,expert,push,olympic weightlifting,compound,"Push Press is a expert level olympic weightlifting exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: quadriceps, triceps. Instructions: ",
Push Press - Behind the Neck,shoulders,"calves, quadriceps, triceps",barbell,intermediate,push,olympic weightlifting,compound,"Push Press - Behind the Neck is a intermediate level olympic weightlifting exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: calves, quadriceps, triceps. Instructions: Standing with the weight racked on the back of the shoulders, begin with the dip. With your feet directly under your hips, flex the knees without moving the hips backward. Go down only slightly, and reverse direction as powerfully as possible. Drive through the heels create as much speed and force as possible, moving the bar in a vertical path. Using the momentum generated, finish pressing the weight overhead be extending through the arms. Return to the starting position, using your legs to absorb the impact.",
Push Up to Side Plank,chest,"abdominals, shoulders, triceps",body only,beginner,push,strength,compound,"Push Up to Side Plank is a beginner level strength exercise targeting the chest. It involves a push motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: abdominals, shoulders, triceps. Instructions: Get into pushup position on the toes with your hands just outside of shoulder width. Perform a pushup by allowing the elbows to flex. As you descend, keep your body straight. Do one pushup and as you come up, shift your weight on the left side of the body, twist to the side while bringing the right arm up towards the ceiling in a side plank. Lower the arm back to the floor for another pushup and then twist to the other side. Repeat the series, alternating each side, for 10 or more reps.",
Pushups,chest,"shoulders, triceps",body only,beginner,push,strength,compound,"Pushups is a beginner level strength exercise targeting the chest. It involves a push motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: shoulders, triceps. Instructions: Lie on the floor face down and place your hands about 36 inches apart while holding your torso up at arms length. Next, lower yourself downward until your chest almost touches the floor as you inhale. Now breathe out and press your upper body back up to the starting position while squeezing your chest. After a brief pause at the top contracted position, you can begin to lower yourself downward again for as many repetitions as needed.",
Pushups (Close and Wide Hand Positions),chest,"shoulders, triceps",body only,beginner,push,strength,compound,"Pushups (Close and Wide Hand Positions) is a beginner level strength exercise targeting the chest. It involves a push motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: shoulders, triceps. Instructions: Lie on the floor face down and body straight with your toes on the floor and the hands wider than shoulder width for a wide hand position and closer than shoulder width for a close hand position. Make sure you are holding your torso up at arms length. Lower yourself until your chest almost touches the floor as you inhale. Using your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step. After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.",
Quick Leap,quadriceps,"calves, hamstrings",other,beginner,push,plyometrics,compound,"Quick Leap is a beginner level plyometrics exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: calves, hamstrings. Instructions: You will need a box for this exerise. Begin facing the box standing 1-2 feet from its edge. By utilizing your hips, hop onto the box, landing on both legs. Ensure that you land with your legs bent and your feet flat. Immediately upon landing, fully extend through the entire body and swing your arms overhead to explode off of the box. Use your legs to absorb the impact of landing.",
Rack Delivery,shoulders,"forearms, traps",barbell,intermediate,pull,olympic weightlifting,compound,"Rack Delivery is a intermediate level olympic weightlifting exercise targeting the shoulders. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: forearms, traps. Instructions: This drill teaches the delivery of the barbell to the rack position on the shoulders. Begin holding a bar in the scarecrow position, with the upper arms parallel to the floor, and the forearms hanging down. Use a hook grip, with your fingers wrapped over your thumbs. Begin by rotating the elbows around the bar, delivering the bar to the shoulders. As your elbows come forward, relax your grip. The shoulders should be protracted, providing a shelf for the bar, which should lightly contact the throat. It is important that the bar stay close to the body at all times, as with a heavier load any distance will result in an unwanted collision. As the movement becomes smoother, speed and load can be increased before progressing further.",
Rack Pull with Bands,lower back,"forearms, glutes, hamstrings, quadriceps, traps",barbell,intermediate,pull,powerlifting,compound,"Rack Pull with Bands is a intermediate level powerlifting exercise targeting the lower back. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: forearms, glutes, hamstrings, quadriceps, traps. Instructions: Set up in a power rack with the bar on the pins. The pins should be set to the desired point; just below the knees, just above, or in the mid thigh position. Attach bands to the base of the rack, or secure them with dumbbells. Attach the other end to the bar. You may need to choke the bands to provide tension. Position yourself against the bar in proper deadlifting position. Your feet should be under your hips, your grip shoulder width, back arched, and hips back to engage the hamstrings. Since the weight is typically heavy, you may use a mixed grip, a hook grip, or use straps to aid in holding the weight. With your head looking forward, extend through the hips and knees, pulling the weight up and back until lockout. Be sure to pull your shoulders back as you complete the movement. Return the weight to the pins and repeat.",
Rack Pulls,lower back,"forearms, glutes, hamstrings, traps",barbell,intermediate,pull,powerlifting,compound,"Rack Pulls is a intermediate level powerlifting exercise targeting the lower back. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: forearms, glutes, hamstrings, traps. Instructions: Set up in a power rack with the bar on the pins. The pins should be set to the desired point; just below the knees, just above, or in the mid thigh position. Position yourself against the bar in proper deadlifting position. Your feet should be under your hips, your grip shoulder width, back arched, and hips back to engage the hamstrings. Since the weight is typically heavy, you may use a mixed grip, a hook grip, or use straps to aid in holding the weight. With your head looking forward, extend through the hips and knees, pulling the weight up and back until lockout. Be sure to pull your shoulders back as you complete the movement. Return the weight to the pins and repeat.",
Return Push from Stance,shoulders,"chest, triceps",medicine ball,beginner,push,plyometrics,compound,"Return Push from Stance is a beginner level plyometrics exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: medicine ball. Secondary muscles worked: chest, triceps. Instructions: You will need a partner for this drill. Begin in an athletic 2 or 3 point stance. At the signal, move into a position to receive the pass from your partner. Catch the medicine ball with both hands and immediately throw it back to your partner. You can modify this drill by running different routes.",
Reverse Band Bench Press,triceps,"chest, forearms, lats, middle back, shoulders",barbell,intermediate,push,powerlifting,compound,"Reverse Band Bench Press is a intermediate level powerlifting exercise targeting the triceps. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: chest, forearms, lats, middle back, shoulders. Instructions: Position a bench inside a power rack, with the bar set to the correct height. Begin by anchoring bands either to band pegs or to the top of the rack. Ensure that you will be position properly under the bands. Attach the other end to the barbell. Lie on the bench, tuck your feet underneath you and arch your back. Using the bar to help support your weight, lift your shoulder off the bench and retract them, squeezing the shoulder blades together. Use your feet to drive your traps into the bench. Maintain this tight body position throughout the movement. However wide your grip, it should cover the ring on the bar. Pull the bar out of the rack without protracting your shoulders. Focus on squeezing the bar and trying to pull it apart. Lower the bar to your lower chest or upper stomach. The bar, wrist, and elbow should stay in line at all times. Pause when the barbell touches your torso, and then drive the bar up with as much force as possible. The elbows should be tucked in until lockout.",
Reverse Band Box Squat,quadriceps,"abductors, adductors, calves, forearms, glutes, hamstrings, lower back",barbell,intermediate,push,powerlifting,compound,"Reverse Band Box Squat is a intermediate level powerlifting exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: abductors, adductors, calves, forearms, glutes, hamstrings, lower back. Instructions: Begin in a power rack with a box at the appropriate height behind you. Set up the bands either on band pegs or attached to the top of the rack, ensuring they will be directly above the bar during the squat. Attach the other end to the bar. Begin by stepping under the bar and placing it across the back of the shoulders. Squeeze your shoulder blades together and rotate your elbows forward, attempting to bend the bar across your shoulders. Remove the bar from the rack, creating a tight arch in your lower back, and step back into position. Place your feet wider for more emphasis on the back, glutes, adductors, and hamstrings, or closer together for more quad development. Keep your head facing forward. With your back, shoulders, and core tight, push your knees and butt out and you begin your descent. Sit back with your hips until you are seated on the box. Ideally, your shins should be perpendicular to the ground. Pause when you reach the box, and relax the hip flexors. Never bounce off of a box. Keeping the weight on your heels and pushing your feet and knees out, drive upward off of the box as you lead the movement with your head. Continue upward, maintaining tightness head to toe. Use care to return the barbell to the rack.",
Reverse Band Deadlift,lower back,"abductors, adductors, calves, glutes, hamstrings, quadriceps",barbell,expert,pull,powerlifting,compound,"Reverse Band Deadlift is a expert level powerlifting exercise targeting the lower back. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: abductors, adductors, calves, glutes, hamstrings, quadriceps. Instructions: Set the bar up in a power rack. Attach bands to the top of the rack, using either bands pegs or the frame itself. Attach the other end of the bands to the bar. Approach the bar so that it is centered over your feet. You feet should be about hip width apart. Bend at the hip to grip the bar at shoulder width, allowing your shoulder blades to protract. Typically, you would use an overhand grip or an over/under grip on heavier sets. With your feet, and your grip set, take a big breath and then lower your hips and bend the knees until your shins contact the bar. Look forward with your head, keep your chest up and your back arched, and begin driving through the heels to move the weight upward. After the bar passes the knees, aggressively pull the bar back, pulling your shoulder blades together as you drive your hips forward into the bar. Lower the bar by bending at the hips and guiding it to the floor.",
Reverse Band Power Squat,quadriceps,"adductors, calves, glutes, hamstrings, lower back",barbell,expert,push,powerlifting,compound,"Reverse Band Power Squat is a expert level powerlifting exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: adductors, calves, glutes, hamstrings, lower back. Instructions: Begin in a power rack with the pins and bar set at the appropriate height. After loading the bar, attach bands to the top of the rack, using either pegs or the frame itself. Attach the other end of the bands to the bar. Begin by stepping under the bar and placing it across the back of the shoulders. Squeeze your shoulder blades together and rotate your elbows forward, attempting to bend the bar across your shoulders. Remove the bar from the rack, creating a tight arch in your lower back, and step back into position. Place your feet wide for more emphasis on the back, glutes, adductors, and hamstrings. Keep your head facing forward. With your back, shoulders, and core tight, push your knees and butt out and you begin your descent. Sit back with your hips as much as possible. Ideally, your shins should be perpendicular to the ground. Lower bar position necessitates a greater torso lean to keep the bar over the heels. Continue until you break parallel, which is defined as the crease of the hip being in line with the top of the knee. Keeping the weight on your heels and pushing your feet and knees out, drive upward as you lead the movement with your head. Continue upward, maintaining tightness head to toe, until you have returned to the starting position.",
Reverse Band Sumo Deadlift,hamstrings,"abductors, adductors, calves, forearms, glutes, lower back, quadriceps, traps",barbell,expert,pull,powerlifting,compound,"Reverse Band Sumo Deadlift is a expert level powerlifting exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: abductors, adductors, calves, forearms, glutes, lower back, quadriceps, traps. Instructions: Begin with a bar loaded on the floor inside of a power rack. Attach bands to the top of the rack, using either pegs or the frame itself. Attach the other end to the barbell. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms. Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees. As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together. Return the weight to the ground by bending at the hips and controlling the weight on the way down.",
Reverse Barbell Curl,biceps,forearms,barbell,beginner,pull,strength,isolation,"Reverse Barbell Curl is a beginner level strength exercise targeting the biceps. It involves a pull motion and is considered a isolation movement. Equipment needed: barbell. Secondary muscles worked: forearms. Instructions: Stand up with your torso upright while holding a barbell at shoulder width with the elbows close to the torso. The palm of your hands should be facing down (pronated grip). This will be your starting position. While holding the upper arms stationary, curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second as you squeeze the muscle. Slowly begin to bring the bar back to starting position as your breathe in. Repeat for the recommended amount of repetitions.",
Reverse Barbell Preacher Curls,biceps,forearms,e-z curl bar,intermediate,pull,strength,isolation,"Reverse Barbell Preacher Curls is a intermediate level strength exercise targeting the biceps. It involves a pull motion and is considered a isolation movement. Equipment needed: e-z curl bar. Secondary muscles worked: forearms. Instructions: Grab an EZ-bar using a shoulder width and palms down (pronated) grip. Now place the upper part of both arms on top of the preacher bench and have your arms extended. This will be your starting position. As you exhale, use the biceps to curl the weight up until your biceps are fully contracted and the barbell is at shoulder height. Squeeze the biceps hard for a second at the contracted position. As you breathe in, slowly lower the barbell until your upper arms are extended and the biceps is fully stretched. Repeat for the recommended amount of repetitions.",
Reverse Cable Curl,biceps,forearms,cable,beginner,pull,strength,isolation,"Reverse Cable Curl is a beginner level strength exercise targeting the biceps. It involves a pull motion and is considered a isolation movement. Equipment needed: cable. Secondary muscles worked: forearms. Instructions: Stand up with your torso upright while holding a bar attachment that is attached to a low pulley using a pronated (palms down) and shoulder width grip. Make sure also that you keep the elbows close to the torso. This will be your starting position. While holding the upper arms stationary, curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second as you squeeze the muscle. Slowly begin to bring the bar back to starting position as your breathe in. Repeat for the recommended amount of repetitions.",
Reverse Grip Bent-Over Rows,middle back,"biceps, lats, shoulders",barbell,intermediate,pull,strength,compound,"Reverse Grip Bent-Over Rows is a intermediate level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: biceps, lats, shoulders. Instructions: Stand erect while holding a barbell with a supinated grip (palms facing up). Bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. Tip: Make sure that you keep the head up. The barbell should hang directly in front of you as your arms hang perpendicular to the floor and your torso. This is your starting position. While keeping the torso stationary, lift the barbell as you breathe out, keeping the elbows close to the body and not doing any force with the forearm other than holding the weights. On the top contracted position, squeeze the back muscles and hold for a second. Slowly lower the weight again to the starting position as you inhale. Repeat for the recommended amount of repetitions.",
Reverse Plate Curls,biceps,forearms,other,beginner,pull,strength,isolation,"Reverse Plate Curls is a beginner level strength exercise targeting the biceps. It involves a pull motion and is considered a isolation movement. Equipment needed: other. Secondary muscles worked: forearms. Instructions: Start by standing straight with a weighted plate held by both hands and arms fully extended. Use a pronated grip (palms facing down) and make sure your fingers grab the rough side of the plate while your thumb grabs the smooth side. Note: For the best results, grab the weighted plate at an 11:00 and 1:00 o'clock position. Your feet should be shoulder width apart from each other and the weighted plate should be near the groin area. This is the starting position. Slowly lift the plate up while keeping the elbows in and the upper arms stationary until your biceps and forearms touch while exhaling. The plate should be evenly aligned with your torso at this point. Feel the contraction for a second and begin to lower the weight back down to the starting position while inhaling Repeat for the recommended amount of repetitions.",
Reverse Triceps Bench Press,triceps,"chest, shoulders",barbell,intermediate,push,strength,compound,"Reverse Triceps Bench Press is a intermediate level strength exercise targeting the triceps. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: chest, shoulders. Instructions: Lie back on a flat bench. Using a close, supinated grip (around shoulder width), lift the bar from the rack and hold it straight over you with your arms locked extended in front of you and perpendicular to the floor. This will be your starting position. As you breathe in, come down slowly until you feel the bar on your middle chest. Tip: Make sure that as opposed to a regular bench press, you keep the elbows close to the torso at all times in order to maximize triceps involvement. After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your triceps muscles. Lock your arms in the contracted position, hold for a second and then start coming down slowly again. Tip: It should take at least twice as long to go down than to come up. Repeat the movement for the prescribed amount of repetitions. When you are done, place the bar back in the rack.",
Rickshaw Deadlift,quadriceps,"forearms, glutes, hamstrings, lower back, traps",other,intermediate,pull,strongman,compound,"Rickshaw Deadlift is a intermediate level strongman exercise targeting the quadriceps. It involves a pull motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: forearms, glutes, hamstrings, lower back, traps. Instructions: Load the frame with the desired weight. Center yourself between the handles. You feet should be about hip width apart. Bend at the hips to grip the handles, allowing your shoulder blades to protract. With your feet and your grip set, take a big breath and then lower your hips and flex the knees. Look forward with your head, keep your chest up and your back arched, and begin driving through the heels to move the weight upward. As the weight comes up, pull your shoulder blades together as you drive your hips forward. Lower the weight by bending at the hips and guiding it to the ground.",
Ring Dips,triceps,"chest, shoulders",other,intermediate,push,strength,compound,"Ring Dips is a intermediate level strength exercise targeting the triceps. It involves a push motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: chest, shoulders. Instructions: Grip a ring in each hand, and then take a small jump to help you get into the starting position with your arms locked out. Begin by flexing the elbow, lowering your body until your arms break 90 degrees. Avoid swinging, and maintain good posture throughout the descent. Reverse the motion by extending the elbow, pushing yourself back up into the starting position. Repeat for the desired number of repetitions.",
Rocket Jump,quadriceps,"calves, hamstrings",body only,beginner,push,plyometrics,compound,"Rocket Jump is a beginner level plyometrics exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: calves, hamstrings. Instructions: Begin in a relaxed stance with your feet shoulder width apart and hold your arms close to the body. To initiate the move, squat down halfway and explode back up as high as possible. Fully extend your entire body, reaching overhead as far as possible. As you land, absorb your impact through the legs.",
Rocky Pull-Ups/Pulldowns,lats,"biceps, middle back, shoulders",other,intermediate,pull,strength,compound,"Rocky Pull-Ups/Pulldowns is a intermediate level strength exercise targeting the lats. It involves a pull motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: biceps, middle back, shoulders. Instructions: Grab the pull-up bar with the palms facing forward using a wide grip. As you have both arms extended in front of you holding the bar at the chosen grip width, bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position. Pull your torso up until the bar touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar. After a second on the contracted position, start to inhale and slowly lower your torso back to the starting position when your arms are fully extended and the lats are fully stretched. Now repeat the same movements as described above except this time your torso will remain straight as you go up and the bar will touch the back of the neck instead of the upper chest. Tip: Use the head to lean forward slightly as it will help you properly execute this portion of the exercise. Once you have lowered yourself back down to the starting position, repeat the exercise for the prescribed amount of repetitions in your program.",
Romanian Deadlift,hamstrings,"calves, glutes, lower back",barbell,intermediate,pull,strength,compound,"Romanian Deadlift is a intermediate level strength exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: calves, glutes, lower back. Instructions: Put a barbell in front of you on the ground and grab it using a pronated (palms facing down) grip that a little wider than shoulder width. Tip: Depending on the weight used, you may need wrist wraps to perform the exercise and also a raised platform in order to allow for better range of motion. Bend the knees slightly and keep the shins vertical, hips back and back straight. This will be your starting position. Keeping your back and arms completely straight at all times, use your hips to lift the bar as you exhale. Tip: The movement should not be fast but steady and under control. Once you are standing completely straight up, lower the bar by pushing the hips back, only slightly bending the knees, unlike when squatting. Tip: Take a deep breath at the start of the movement and keep your chest up. Hold your breath as you lower and exhale as you complete the movement. Repeat for the recommended amount of repetitions.",
Romanian Deadlift from Deficit,hamstrings,"forearms, glutes, lower back, traps",barbell,intermediate,pull,olympic weightlifting,compound,"Romanian Deadlift from Deficit is a intermediate level olympic weightlifting exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: forearms, glutes, lower back, traps. Instructions: Begin standing while holding a bar at arm's length in front of you. You can stand on a raised platform to increase the range of motion. Begin by flexing the knees slightly, and then flex at the hip, moving your butt back as far as possible, lowering the torso as far as flexibility allows. The back should remain in absolute extension at all times, and the bar should remain in contact with the legs. If done properly, there should be heavy tension felt in the hamstrings. Reverse the motion to return to the starting position.",
Rope Climb,lats,"biceps, forearms, middle back, shoulders",other,intermediate,pull,strength,compound,"Rope Climb is a intermediate level strength exercise targeting the lats. It involves a pull motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: biceps, forearms, middle back, shoulders. Instructions: Grab the rope with both hands above your head. Pull down on the rope as you take a small jump. Wrap the rope around one leg, using your feet to pinch the rope. Reach up as high as possible with your arms, gripping the rope tightly. Release the rope from your feet as you pull yourself up with your arms, bringing your knees towards your chest. Resecure your feet on the rope, and then stand up to take another high hold on the rope. Continue until you reach the top of the rope. To lower yourself, loosen the grip of your feet on the rope as you slide down using a hand over hand motion.",
Russian Twist,abdominals,lower back,body only,intermediate,pull,strength,compound,Russian Twist is a intermediate level strength exercise targeting the abdominals. It involves a pull motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: lower back. Instructions: Lie down on the floor placing your feet either under something that will not move or by having a partner hold them. Your legs should be bent at the knees. Elevate your upper body so that it creates an imaginary V-shape with your thighs. Your arms should be fully extended in front of you perpendicular to your torso and with the hands clasped. This is the starting position. Twist your torso to the right side until your arms are parallel with the floor while breathing out. Hold the contraction for a second and move back to the starting position while breathing out. Now move to the opposite side performing the same techniques you applied to the right side. Repeat for the recommended amount of repetitions.,
Sandbag Load,quadriceps,"abdominals, biceps, calves, forearms, glutes, hamstrings, lower back, middle back, shoulders, traps",other,beginner,pull,strongman,compound,"Sandbag Load is a beginner level strongman exercise targeting the quadriceps. It involves a pull motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: abdominals, biceps, calves, forearms, glutes, hamstrings, lower back, middle back, shoulders, traps. Instructions: To load sandbags or other objects, begin with the implements placed a distance from the loading platform, typically 50 feet. Begin by lifting the sandbag. Sandbags are extremely awkward, and the manner of lifting them can vary depending on the particular sandbag used. Reach as far around it as possible, extending through the hips and knees to pull it up high. Shouldering is usually not allowed. Move as quickly as possible to the platform, and load it, extending through your hips, knees, and ankles to get it as high as possible. Place it onto the platform, ensuring it doesn't fall off. Return to the starting position to retrieve the next sandbag, and repeat until the event is completed.",
Scissors Jump,quadriceps,"glutes, hamstrings",body only,beginner,push,plyometrics,compound,"Scissors Jump is a beginner level plyometrics exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: glutes, hamstrings. Instructions: Assume a lunge stance position with one foot forward with the knee bent, and the rear knee nearly touching the ground. Ensure that the front knee is over the midline of the foot. Extending through both legs, jump as high as possible, swinging your arms to gain lift. As you jump as high as you can, switch the position of your legs, moving your front leg to the back and the rear leg to the front. As you land, absorb the impact through the legs by adopting the lunge position, and repeat.",
Seated Barbell Military Press,shoulders,triceps,barbell,intermediate,push,strength,compound,"Seated Barbell Military Press is a intermediate level strength exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: triceps. Instructions: Sit on a Military Press Bench with a bar behind your head and either have a spotter give you the bar (better on the rotator cuff this way) or pick it up yourself carefully with a pronated grip (palms facing forward). Tip: Your grip should be wider than shoulder width and it should create a 90-degree angle between the forearm and the upper arm as the barbell goes down. Once you pick up the barbell with the correct grip length, lift the bar up over your head by locking your arms. Hold at about shoulder level and slightly in front of your head. This is your starting position. Lower the bar down to the collarbone slowly as you inhale. Lift the bar back up to the starting position as you exhale. Repeat for the recommended amount of repetitions.",
Seated Biceps,biceps,"chest, shoulders",body only,expert,static,stretching,isolation,"Seated Biceps is a expert level stretching exercise targeting the biceps. It involves a static motion and is considered a isolation movement. Equipment needed: body only. Secondary muscles worked: chest, shoulders. Instructions: Sit on the floor with your knees bent and your partner standing behind you. Extend your arms straight behind you with your palms facing each other. Your partner will hold your wrists for you. This will be the starting position. Attempt to flex your elbows, while your partner prevents any actual movement. After 10-20 seconds, relax your arms while your partner gently pulls your wrists up to stretch your biceps. Be sure to let your partner know when the stretch is appropriate to prevent injury or overstretching.",
Seated Cable Rows,middle back,"biceps, lats, shoulders",cable,beginner,pull,strength,compound,"Seated Cable Rows is a beginner level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: cable. Secondary muscles worked: biceps, lats, shoulders. Instructions: For this exercise you will need access to a low pulley row machine with a V-bar. Note: The V-bar will enable you to have a neutral grip where the palms of your hands face each other. To get into the starting position, first sit down on the machine and place your feet on the front platform or crossbar provided making sure that your knees are slightly bent and not locked. Lean over as you keep the natural alignment of your back and grab the V-bar handles. With your arms extended pull back until your torso is at a 90-degree angle from your legs. Your back should be slightly arched and your chest should be sticking out. You should be feeling a nice stretch on your lats as you hold the bar in front of you. This is the starting position of the exercise. Keeping the torso stationary, pull the handles back towards your torso while keeping the arms close to it until you touch the abdominals. Breathe out as you perform that movement. At that point you should be squeezing your back muscles hard. Hold that contraction for a second and slowly go back to the original position while breathing in. Repeat for the recommended amount of repetitions.",
Seated Cable Shoulder Press,shoulders,triceps,cable,beginner,push,strength,compound,"Seated Cable Shoulder Press is a beginner level strength exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: cable. Secondary muscles worked: triceps. Instructions: Adjust the weight to an appropriate amount and be seated, grasping the handles. Your upper arms should be about 90 degrees to the body, with your head and chest up. The elbows should also be bent to about 90 degrees. This will be your starting position. Begin by extending through the elbow, pressing the handles together above your head. After pausing at the top, return the handles to the starting position. Ensure that you maintain tension on the cables. You can also execute this movement with your back off the pad and alternate hands.",
