,exercise_name,category,primary_muscles,secondary_muscles,equipment,mechanic,force,level,source_url,source,text_chunk
852,middle back stretch,stretching,middle back,"abdominals, lats, lower back",bodyweight,isolation,static,beginner,No URL provided,api,"middle back stretch is a beginner level stretching exercise targeting the middle back. It involves a static motion and is considered a isolation movement. Equipment needed: bodyweight. Secondary muscles worked: abdominals, lats, lower back. Instructions: "
853,miscellaneous exercises,Chest,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://exrx.net/Lists/OtherExercises,exrx_scraper,Exercise: miscellaneous exercises. This is a fitness movement categorized under Chest.
854,mixed grip chin,strength,middle back,"biceps, lats",other,compound,pull,expert,No URL provided,api,"Mixed Grip Chin is a expert level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: biceps, lats. Instructions: Using a spacing that is just about 1 inch wider than shoulder width, grab a pull-up bar with the palms of one hand facing forward and the palms of the other hand facing towards you. This will be your starting position. Now start to pull yourself up as you exhale. Tip: With the arm that has the palms facing up concentrate on using the back muscles in order to perform the movement. The elbow of that arm should remain close to the torso. With the other arm that has the palms facing forward, the elbows will be away but in line with the torso. You will concentrate on using the lats to pull your body up. After a second contraction at the top, start to slowly come down as you inhale. Repeat for the recommended amount of repetitions. On the following set, switch grips; so if you had the right hand with the palms facing you and the left one with the palms facing forward, on the next set you will have the palms facing forward for the right hand and facing you for the left."
855,monster walk,strength,abductors,glutes,bands,compound,pull,beginner,No URL provided,api,monster walk is a beginner level strength exercise targeting the abductors. It involves a pull motion and is considered a compound movement. Equipment needed: bands. Secondary muscles worked: glutes. Instructions: 
856,mountain climbers,plyometrics,quadriceps,"chest, hamstrings, shoulders",bodyweight,compound,explosive,beginner,No URL provided,api,"mountain climbers is a beginner level plyometrics exercise targeting the quadriceps. It involves a explosive motion and is considered a compound movement. Equipment needed: bodyweight. Secondary muscles worked: chest, hamstrings, shoulders. Instructions: "
857,moving claw series,plyometrics,hamstrings,"calves, quadriceps",bodyweight,compound,concentric,beginner,No URL provided,api,"moving claw series is a beginner level plyometrics exercise targeting the hamstrings. It involves a concentric motion and is considered a compound movement. Equipment needed: bodyweight. Secondary muscles worked: calves, quadriceps. Instructions: "
858,multiple box jumps (progressive),Plyometrics,Not Specified,Not Specified,Not Specified,Compound,Push,Not Specified,https://exrx.net/Plyometrics/MultipleBoxJumpsProgressive,exrx_scraper,"Utility: Plyometric. Comments: Plyo boxes can be of same height or of progressive heights arranged from lowest to highest. Greater box heights decrease ground reaction time. Unless box heights are 12"" (30 cm) or less, step off of edges of each box instead of jumping up and off of boxes. If boxes are deep, land on box, then step to far end of box before stepping off.
Spine is kept straight during jump push off and jumping up to short boxes. However spine flexes when legs are pulled up onto taller boxes. Consequently, spine also extends just before final landing."
859,muscle snatch,olympic weightlifting,hamstrings,"glutes, lower back, quadriceps, shoulders, triceps",barbell,compound,pull,intermediate,No URL provided,api,"Muscle Snatch is a intermediate level olympic weightlifting exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: glutes, lower back, quadriceps, shoulders, triceps. Instructions: Begin with a loaded barbell held at the mid thigh position with a wide grip. The feet should be directly below the hips, with the feet turned out as needed. Lower the hips, with the chest up and the head looking forward. The shoulders should be just in front of the bar. This will be the starting position. Begin the pull by driving through the front of the heels, raising the bar. Transition into the second pull by extending through the hips knees and ankles, driving the bar up as quickly as possible. The bar should be close to the body. Continue raising the bar to the overhead position, without rebending the knees."
860,muscle up,strength,lats,"abdominals, biceps, forearms, middle back, shoulders, traps, triceps",other,compound,pull,intermediate,No URL provided,api,"Muscle Up is a intermediate level strength exercise targeting the lats. It involves a pull motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: abdominals, biceps, forearms, middle back, shoulders, traps, triceps. Instructions: Grip the rings using a false grip, with the base of your palms on top of the rings. Initiate a pull up by pulling the elbows down to your side, flexing the elbows. As you reach the top position of the pull-up, pull the rings to your armpits as you roll your shoulders forward, allowing your elbows to move straight back behind you. This puts you into the proper position to continue into the dip portion of the movement. Maintaining control and stability, extend through the elbow to complete the motion. Use care when lowering yourself to the ground."
861,muscle-up (on horizontal bar),Miscellaneous,Not Specified,Not Specified,Not Specified,Compound,Pull & Push,Not Specified,https://exrx.net/WeightExercises/Power/WtPowerStraight,exrx_scraper,"Utility: Power. Comments: Alternative method involves hanging from bar with wrists in neutral position and relying more heavily on backswing. Translated from certain languages as Power Straight or Up On One. See rear view. To make it easier: As strength, power, and technique are being developed, use more swing and kick (kip) to perform movement. Also consider allowing chest to rest on bar momentarily between pull-up and push-up phases. Alternatively, position bar lower or stand on sturdy elevation, just high enough to perform movement, thereby allowing for progressive difficulty as height is adjusted incrementally.
• Band-assisted Muscle-up
• Self-assisted Muscle-up. To make it harder: Use no swing to initial movement. Immediately push off after pullover without resting chest on bar. If added resistance is required, use a dip belt with added weight or place dumbbell between ankles, with front end positioned on both feet.."
862,narrow stance hack squats,strength,quadriceps,"calves, glutes, hamstrings",machine,compound,push,intermediate,No URL provided,api,"Narrow Stance Hack Squats is a intermediate level strength exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: machine. Secondary muscles worked: calves, glutes, hamstrings. Instructions: Place the back of your torso against the back pad of the machine and hook your shoulders under the shoulder pads provided. Position your legs in the platform using a less than shoulder width narrow stance with the toes slightly pointed out. Your feet should be around 3 inches or less apart. Tip: Keep your head up at all times and also maintain the back on the pad at all times. Place your arms on the side handles of the machine and disengage the safety bars (which on most designs is done by moving the side handles from a facing front position to a diagonal position). Now straighten your legs without locking the knees. This will be your starting position. Begin to slowly lower the unit by bending the knees as you maintain a straight posture with the head up (back on the pad at all times). Continue down until the angle between the upper leg and the calves becomes slightly less than 90-degrees (which is the point in which the upper legs are below parallel to the floor). Inhale as you perform this portion of the movement. Begin to raise the unit as you exhale by pushing the floor with mainly with the heels of your feet as you straighten the legs again and go back to the starting position. Repeat for the recommended amount of repetitions."
863,narrow stance leg press,strength,quadriceps,"calves, glutes, hamstrings",machine,compound,push,intermediate,No URL provided,api,"Narrow Stance Leg Press is a intermediate level strength exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: machine. Secondary muscles worked: calves, glutes, hamstrings. Instructions: Using a leg press machine, sit down on the machine and place your legs on the platform directly in front of you at a less-than-shoulder-width narrow stance with the toes slightly pointed out. Your feet should be around 3 inches or less apart. Tip: Keep your head up at all times and also maintain the back on the pad at all times. Lower the safety bars holding the weighted platform in place and press the platform all the way up until your legs are fully extended in front of you. Tip: Make sure that you do not lock your knees. Your torso and the legs should make a perfect 90-degree angle. This will be your starting position. As you inhale, slowly lower the platform until your upper and lower legs make a 90-degree angle. Pushing mainly with the heels of your feet and using the quadriceps go back to the starting position as you exhale. Repeat for the recommended amount of repetitions and ensure to lock the safety pins properly once you are done. You do not want that platform falling on you fully loaded."
864,narrow stance squats,strength,quadriceps,"calves, glutes, hamstrings, lower back",barbell,compound,push,intermediate,No URL provided,api,"Narrow Stance Squats is a intermediate level strength exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: calves, glutes, hamstrings, lower back. Instructions: This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso. Step away from the rack and position your legs using a less-than-shoulder-width narrow stance with the toes slightly pointed out. Feet should be around 3-6 inches apart. Keep your head up at all times (looking down will get you off balance) and maintain a straight back. This will be your starting position. (Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances discussed in the foot stances section). Begin to slowly lower the bar by bending the knees as you maintain a straight posture with the head up. Continue down until the angle between the upper leg and the calves becomes slightly less than 90-degrees (which is the point in which the upper legs are below parallel to the floor). Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly. Begin to raise the bar as you exhale by pushing the floor with the heel of your foot mainly as you straighten the legs again and go back to the starting position. Repeat for the recommended amount of repetitions."
865,natural glute ham raise,strength,hamstrings,"calves, glutes, lower back",body only,compound,pull,intermediate,No URL provided,api,"Natural Glute Ham Raise is a intermediate level strength exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: calves, glutes, lower back. Instructions: Using the leg pad of a lat pulldown machine or a preacher bench, position yourself so that your ankles are under the pads, knees on the seat, and you are facing away from the machine. You should be upright and maintaining good posture. This will be your starting position. Lower yourself under control until your knees are almost completely straight. Remaining in control, raise yourself back up to the starting position. If you are unable to complete a rep, use a band, a partner, or push off of a box to aid in completing a repetition."
866,neck extensor stretch,Neck,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://exrx.net/Stretches/Splenius/Neck,exrx_scraper,Comments: None.
867,neck press,strength,chest,"shoulders, triceps",barbell,compound,push,intermediate,No URL provided,api,"Neck Press is a intermediate level strength exercise targeting the chest. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: shoulders, triceps. Instructions: Lie back on a flat bench. Using a medium-width grip (a grip that creates a 90-degree angle in the middle of the movement between the forearms and the upper arms), lift the bar from the rack and hold it straight over your neck with your arms locked. This will be your starting position. As you breathe in, come down slowly until you feel the bar on your neck. After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles. Lock your arms and squeeze your chest in the contracted position, hold for a second and then start coming down slowly again. Tip: It should take at least twice as long to go down than to come up). Repeat the movement for the prescribed amount of repetitions. When you are done, place the bar back in the rack."
868,neck retraction stretch,Neck,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://exrx.net/Stretches/Sternocleidomastoid/NeckRetraction,exrx_scraper,"Comments: Neck retraction primarily consists of Cervical Flexion (spine) accompanied by subtle Thoracic Flexion (spine) and Neck Flexion (atlanto-occipital joint). Cervical spine has natural lordotic curvature (see diagram of spine). Much of the retraction motion is actually flattening or slight reversing the normal lordosis. The deep neck flexors perform majority of this movement. Slight neck Flexion at the atlanto-occipital joint also occurs to maintain forward head positioning.
Also see similar exercise Lying Neck Retraction Isometric."
869,neck-smr,stretching,neck,Not Specified,muscle roller,isolation,static,intermediate,No URL provided,api,neck-smr is a intermediate level stretching exercise targeting the neck. It involves a static motion and is considered a isolation movement. Equipment needed: muscle roller. Secondary muscles worked: None. Instructions: 
870,oblique crunches,strength,abdominals,obliques,bodyweight,isolation,pull,beginner,No URL provided,api,oblique crunches is a beginner level strength exercise targeting the abdominals. It involves a pull motion and is considered a isolation movement. Equipment needed: bodyweight. Secondary muscles worked: obliques. Instructions: 
871,oblique crunches - on the floor,strength,abdominals,obliques,bodyweight,isolation,pull,beginner,No URL provided,api,oblique crunches - on the floor is a beginner level strength exercise targeting the abdominals. It involves a pull motion and is considered a isolation movement. Equipment needed: bodyweight. Secondary muscles worked: obliques. Instructions: 
872,olympic squat,olympic weightlifting,quadriceps,"calves, glutes, hamstrings",barbell,compound,push,intermediate,No URL provided,api,"Olympic Squat is a intermediate level olympic weightlifting exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: calves, glutes, hamstrings. Instructions: Begin with a barbell supported on top of the traps. The chest should be up, and the head facing forward. Adopt a hip width stance with the feet turned out as needed. Descend by flexing the knees, refraining from moving the hips back as much as possible. This requires that the knees travel forward; ensure that they stay aligned with the feet. The goal is to keep the torso as upright as possible. Continue all the way down, keeping the weight on the front of the heel. At the moment the upper legs contact the lower, reverse the motion, driving the weight upward."
873,olympic-style weightlifts,Plyometrics,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://exrx.net/Lists/OlympicWeightlifting,exrx_scraper,Exercise: olympic-style weightlifts. This is a fitness movement categorized under Plyometrics.
874,on your side quad stretch,stretching,quadriceps,hip flexor,bodyweight,isolation,static,beginner,No URL provided,api,on your side quad stretch is a beginner level stretching exercise targeting the quadriceps. It involves a static motion and is considered a isolation movement. Equipment needed: bodyweight. Secondary muscles worked: hip flexor. Instructions: 
875,on-your-back quad stretch,stretching,quadriceps,hip flexors,bodyweight,isolation,static,beginner,No URL provided,api,on-your-back quad stretch is a beginner level stretching exercise targeting the quadriceps. It involves a static motion and is considered a isolation movement. Equipment needed: bodyweight. Secondary muscles worked: hip flexors. Instructions: 
876,one arm against wall,stretching,lats,"teres major, trapezius, rhomboids, biceps",bodyweight,isolation,static,beginner,No URL provided,api,"one arm against wall is a beginner level stretching exercise targeting the lats. It involves a static motion and is considered a isolation movement. Equipment needed: bodyweight. Secondary muscles worked: teres major, trapezius, rhomboids, biceps. Instructions: "
877,one arm chin-up,strength,middle back,"biceps, forearms, lats",other,compound,pull,expert,No URL provided,api,"One Arm Chin-Up is a expert level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: biceps, forearms, lats. Instructions: For this exercise, start out by placing a towel around a chin up bar. Grab the chin-up bar with your palm facing you. One hand will be grabbing the chin-up bar and the other will be grabbing the towel. Bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position.v Pull your torso up until the bar touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar. After a second on the contracted position, start to inhale and slowly lower your torso back to the starting position when your arms are fully extended and the lats are fully stretched. Repeat this motion for the prescribed amount of repetitions. Switch arms and repeat the movement."
878,one arm dumbbell bench press,strength,chest,"shoulders, triceps",dumbbell,compound,push,beginner,No URL provided,api,"One Arm Dumbbell Bench Press is a beginner level strength exercise targeting the chest. It involves a push motion and is considered a compound movement. Equipment needed: dumbbell. Secondary muscles worked: shoulders, triceps. Instructions: Lie down on a flat bench with a dumbbell in one hand on top of your thigh. By using your thigh to help you get the dumbbell up, clean the dumbbell up so that you can hold it in front of you at shoulder width. Use the hand you are not lifting with to help position the dumbbell over you properly. Once at shoulder width, rotate your wrist forward so that the palm of your hand is facing away from you. This will be your starting position. Bring down the weights slowly to your side as you breathe in. Keep full control of the dumbbell at all times. Tip: Use the hand that you are not lifting with to help keep the dumbbell balance as you may struggle a bit at first. Only use your non-lifting hand if it is needed. Otherwise, keep it resting to the side. As you breathe out, push the dumbbells up using your pectoral muscles. Lock your arms in the contracted position, squeeze your chest, hold for a second and then start coming down slowly. Tip: It should take at least twice as long to go down than to come up. Repeat the movement for the prescribed amount of repetitions of your training program. Switch arms and repeat the movement."
879,one arm dumbbell preacher curl,strength,biceps,"brachialis, brachioradialis","dumbbell, preacher bench",isolation,pull,beginner,No URL provided,api,"one arm dumbbell preacher curl is a beginner level strength exercise targeting the biceps. It involves a pull motion and is considered a isolation movement. Equipment needed: dumbbell, preacher bench. Secondary muscles worked: brachialis, brachioradialis. Instructions: "
880,one arm floor press,strength,triceps,"chest, shoulders",barbell,compound,push,intermediate,No URL provided,api,"One Arm Floor Press is a intermediate level strength exercise targeting the triceps. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: chest, shoulders. Instructions: Lie down on a flat surface with your back pressing against the floor or an exercise mat. Make sure your knees are bent. Have a partner hand you the bar on one hand. When starting, your arm should be just about fully extended, similar to the starting position of a barbell bench press. However, this time your grip will be neutral (palms facing your torso). Make sure the hand you are not using to lift the weight is placed by your side. Begin the exercise by lowering the barbell until your elbow touches the ground. Make sure to breathe in as this is the eccentric (lowering part of the exercise). Then start lifting the barbell back up to the original starting position. Remember to breathe out during the concentric (lifting part of the exercise). Repeat until you have performed your recommended repetitions. Switch arms and repeat the movement."
881,one arm lat pulldown,strength,lats,"biceps, middle back",cable,compound,pull,beginner,No URL provided,api,"One Arm Lat Pulldown is a beginner level strength exercise targeting the lats. It involves a pull motion and is considered a compound movement. Equipment needed: cable. Secondary muscles worked: biceps, middle back. Instructions: Select an appropriate weight and adjust the knee pad to help keep you down. Grasp the handle with a pronated grip. This will be your starting position. Pull the handle down, squeezing your elbow to your side as you flex the elbow. Pause at the bottom of the motion, and then slowly return the handle to the starting position. For multiple repetitions, avoid completely returning the weight to keep tension on the muscles being worked."
882,one arm pronated dumbbell triceps extension,strength,triceps,biceps,dumbbell,isolation,push,beginner,No URL provided,api,one arm pronated dumbbell triceps extension is a beginner level strength exercise targeting the triceps. It involves a push motion and is considered a isolation movement. Equipment needed: dumbbell. Secondary muscles worked: biceps. Instructions: 
883,one arm pull-up,Back,Not Specified,Not Specified,Not Specified,Compound,Pull,Not Specified,https://exrx.net/WeightExercises/LatissimusDorsi/BWOneArmPullup,exrx_scraper,"Utility: Basic. Comments: None. To make it easier: To decrease difficulty, self assist by pulling on rope hanging from bar near working hand with resting arm. If this movement is too advanced, Archer Pull-up can be considered.. To make it harder: Added weight can be placed on dip belt or in resting hand.."
884,one arm supinated dumbbell triceps extension,strength,triceps,biceps,dumbbell,isolation,push,beginner,No URL provided,api,one arm supinated dumbbell triceps extension is a beginner level strength exercise targeting the triceps. It involves a push motion and is considered a isolation movement. Equipment needed: dumbbell. Secondary muscles worked: biceps. Instructions: 
885,one half locust,stretching,quadriceps,"abdominals, biceps, chest",bodyweight,isolation,static,beginner,No URL provided,api,"one half locust is a beginner level stretching exercise targeting the quadriceps. It involves a static motion and is considered a isolation movement. Equipment needed: bodyweight. Secondary muscles worked: abdominals, biceps, chest. Instructions: "
886,one handed hang,strengthening,lats,biceps,pullup bar,isolation,static,beginner,No URL provided,api,one handed hang is a beginner level strengthening exercise targeting the lats. It involves a static motion and is considered a isolation movement. Equipment needed: pullup bar. Secondary muscles worked: biceps. Instructions: 
887,one knee to chest,stretching,glutes,"hamstrings, lower back",bodyweight,isolation,static,beginner,No URL provided,api,"one knee to chest is a beginner level stretching exercise targeting the glutes. It involves a static motion and is considered a isolation movement. Equipment needed: bodyweight. Secondary muscles worked: hamstrings, lower back. Instructions: "
888,one leg barbell squat,Hips,quadriceps,"calves, glutes, hamstrings",barbell,Compound,Push,expert,https://exrx.net/WeightExercises/GluteusMaximus/BBSingleLegSquat,exrx_scraper + api,"Utility: Auxiliary. Comments: Supporting knee should point same direction as foot throughout movement. Range of motion will be improved with greater leg strength and glute flexibility. Significant spinal flexion occurs at bottom of deep single leg squat to maintain center of gravity over foot. Erector Spinae becomes a stabilizer if spine is kept straight.
An easier alternative style is to place barbell on back of shoulders, cross lower leg above knee of supporting leg or wrap one foot around back of supporting leg.

--- Additional Info ---

Utility: Auxiliary. Comments: Supporting knee should point same direction as foot throughout movement. Range of motion will be improved with greater leg strength and glute flexibility. Significant spinal flexion occurs at bottom of deep single leg squat to maintain center of gravity over foot. Erector Spinae becomes a stabilizer if spine is kept straight.
An easier, alternative style is to place barbell on back of shoulders, cross lower leg above knee of supporting leg or wrap one foot around back of supporting leg.

--- Additional Info ---

One Leg Barbell Squat is a expert level strength exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: calves, glutes, hamstrings. Instructions: Start by standing about 2 to 3 feet in front of a flat bench with your back facing the bench. Have a barbell in front of you on the floor. Tip: Your feet should be shoulder width apart from each other. Bend the knees and use a pronated grip with your hands being wider than shoulder width apart from each other to lift the barbell up until you can rest it on your chest. Then lift the barbell over your head and rest it on the base of your neck. Move one foot back so that your toe is resting on the flat bench. Your other foot should be stationary in front of you. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. Tip: Make sure your back is straight and chest is out while performing this exercise. As you inhale, slowly lower your leg until your thigh is parallel to the floor. At this point, your knee should be over your toes. Your chest should be directly above the middle of your thigh. Leading with the chest and hips and contracting the quadriceps, elevate your leg back to the starting position as you exhale. Repeat for the recommended amount of repetitions. Switch legs and repeat the movement."
889,one-arm dumbbell row,strength,middle back,"biceps, lats, shoulders",dumbbell,compound,pull,beginner,No URL provided,api,"One-Arm Dumbbell Row is a beginner level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: dumbbell. Secondary muscles worked: biceps, lats, shoulders. Instructions: Choose a flat bench and place a dumbbell on each side of it. Place the right leg on top of the end of the bench, bend your torso forward from the waist until your upper body is parallel to the floor, and place your right hand on the other end of the bench for support. Use the left hand to pick up the dumbbell on the floor and hold the weight while keeping your lower back straight. The palm of the hand should be facing your torso. This will be your starting position. Pull the resistance straight up to the side of your chest, keeping your upper arm close to your side and keeping the torso stationary. Breathe out as you perform this step. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. Also, make sure that the force is performed with the back muscles and not the arms. Finally, the upper torso should remain stationary and only the arms should move. The forearms should do no other work except for holding the dumbbell; therefore do not try to pull the dumbbell up using the forearms. Lower the resistance straight down to the starting position. Breathe in as you perform this step. Repeat the movement for the specified amount of repetitions. Switch sides and repeat again with the other arm."
890,one-arm flat bench dumbbell flye,strength,chest,"shoulders, triceps","dumbbell, flat bench",isolation,push,beginner,No URL provided,api,"one-arm flat bench dumbbell flye is a beginner level strength exercise targeting the chest. It involves a push motion and is considered a isolation movement. Equipment needed: dumbbell, flat bench. Secondary muscles worked: shoulders, triceps. Instructions: "
891,one-arm high-pulley cable side bends,strength,abdominals,obliques,cable,isolation,pull,beginner,No URL provided,api,one-arm high-pulley cable side bends is a beginner level strength exercise targeting the abdominals. It involves a pull motion and is considered a isolation movement. Equipment needed: cable. Secondary muscles worked: obliques. Instructions: 
892,one-arm incline lateral raise,strength,shoulders,"trapezius, rotator cuff",dumbbell,isolation,push,beginner,No URL provided,api,"one-arm incline lateral raise is a beginner level strength exercise targeting the shoulders. It involves a push motion and is considered a isolation movement. Equipment needed: dumbbell. Secondary muscles worked: trapezius, rotator cuff. Instructions: "
893,one-arm kettlebell clean,strength,hamstrings,"glutes, lower back, shoulders, traps",kettlebells,compound,pull,intermediate,No URL provided,api,"One-Arm Kettlebell Clean is a intermediate level strength exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: glutes, lower back, shoulders, traps. Instructions: Place a kettlebell between your feet. As you bend down to grab the kettlebell, push your butt back and keep your eyes looking forward. Clean the kettlebell to your shoulders by extending through the legs and hips as you raise the kettlebell towards your shoulder. The wrist should rotate as you do so. Return the weight to the starting position."
894,one-arm kettlebell clean and jerk,strength,shoulders,"legs, hips, core",kettlebells,compound,push,intermediate,No URL provided,api,"one-arm kettlebell clean and jerk is a intermediate level strength exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: legs, hips, core. Instructions: "
895,one-arm kettlebell floor press,strength,chest,triceps,kettlebells,compound,push,intermediate,No URL provided,api,"One-Arm Kettlebell Floor Press is a intermediate level strength exercise targeting the chest. It involves a push motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: triceps. Instructions: Lie on the floor holding a kettlebell with one hand, with your upper arm supported by the floor. The palm should be facing in. Press the kettlebell straight up toward the ceiling, rotating your wrist. Lower the kettlebell back to the starting position and repeat."
896,one-arm kettlebell jerk,strength,shoulders,"calves, quadriceps, triceps",kettlebells,compound,push,intermediate,No URL provided,api,"One-Arm Kettlebell Jerk is a intermediate level strength exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: calves, quadriceps, triceps. Instructions: Hold a kettlebell by the handle. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulder. Rotate your wrist as you do so, so that the palm faces forward. This will be your starting position. Dip your body by bending the knees, keeping your torso upright. Immediately reverse direction, driving through the heels, in essence jumping to create momentum. As you do so, press the kettlebell overhead to lockout by extending the arms, using your body's momentum to move the weight. Receive the weight overhead by returning to a squat position underneath the weight. Keeping the weight overhead, return to a standing position. Lower the weight to perform the next repetition."
897,one-arm kettlebell military press to the side,strength,shoulders,triceps,kettlebells,compound,push,intermediate,No URL provided,api,"One-Arm Kettlebell Military Press To The Side is a intermediate level strength exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: triceps. Instructions: Clean a kettlebell to your shoulder. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulder. Rotate your wrist as you do so, so that the palm faces inward. This will be your starting position. Look at the kettlebell and press it up and out until it is locked out overhead. Lower the kettlebell back to your shoulder under control and repeat. Make sure to contract your lat, butt, and stomach forcefully for added stability and strength."
898,one-arm kettlebell para press,strength,shoulders,triceps,kettlebells,compound,push,intermediate,No URL provided,api,"One-Arm Kettlebell Para Press is a intermediate level strength exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: triceps. Instructions: Clean a kettlebell to your shoulder. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulder. Rotate your wrist as you do so, so that the palm faces forward. This will be your starting position. Hold the kettlebell with the elbow out to the side, and press it up and out until it is locked out overhead. Lower the kettlebell back to your shoulder under control and repeat. Make sure to contract your lat, butt, and stomach forcefully for added stability and strength."
899,one-arm kettlebell push press,strength,shoulders,"calves, quadriceps, triceps",kettlebells,compound,push,intermediate,No URL provided,api,"One-Arm Kettlebell Push Press is a intermediate level strength exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: calves, quadriceps, triceps. Instructions: Hold a kettlebell by the handle. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulder. Rotate your wrist as you do so, so that the palm faces forward. This will be your starting position. Dip your body by bending the knees, keeping your torso upright. Immediately reverse direction, driving through the heels, in essence jumping to create momentum. As you do so, press the kettlebell overhead to lockout by extending the arms, using your body's momentum to move the weight. Lower the weight to perform the next repetition."
900,one-arm kettlebell row,strength,middle back,"biceps, lats",kettlebells,compound,pull,intermediate,No URL provided,api,"One-Arm Kettlebell Row is a intermediate level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: biceps, lats. Instructions: Place a kettlebell in front of your feet. Bend your knees slightly and then push your butt out as much as possible as you bend over to get in the starting position. Grab the kettlebell and pull it to your stomach, retracting your shoulder blade and flexing the elbow. Keep your back straight. Lower and repeat."
901,one-arm kettlebell snatch,strength,shoulders,"calves, glutes, hamstrings, lower back, traps, triceps",kettlebells,compound,pull,expert,No URL provided,api,"One-Arm Kettlebell Snatch is a expert level strength exercise targeting the shoulders. It involves a pull motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: calves, glutes, hamstrings, lower back, traps, triceps. Instructions: Place a kettlebell between your feet. Bend your knees and push your butt back to get in the proper starting position. Look straight ahead and swing the kettlebell back between your legs. Immediately reverse the direction and drive through with your hips and knees, accelerating the kettlebell upward. As the kettlebell rises to your shoulder rotate your hand and punch straight up, using momentum to receive the weight locked out overhead."
